"Publication_Year","Table","Health_Indicator_Desc","Strata","Strata_Name","County","Rank_Order","Denominator_Total","Denominator_Average","Denominator_Label","Denominator_Year_Period","Numerator_Total","Numerator_Average","Numerator_Label","Numerator_Year_Period","Rate_Multiplier","Rate/Percentage","Rate/Percentage_Label","Age-Adjusted_Rate","Age-Adjusted_Rate_Label","Lower_Confidence_Limit","Upper_Confidence_Limit","Healthy_People_Decade","Healthy_People_Objective_Number","Healthy_People_Objective_Target","Healthy_People_Objective_Met","Denominator_Annotation_Code","Numerator_Annotation_Code","Rates_Annotation_Code","Annotation_Desc"
2021,1,Deaths Due to All Causes,Total Population,Total Population,San Bernardino,44,2178940,2178940.0,Population,2018,43873,14624.3,Deaths,2017-2019,100000,671.2,Crude Death Rate,740.6,Age-Adjusted Death Rate,733.5,747.8,2020,,,,,,,
2021,1,Deaths Due to All Causes,Total Population,Total Population,San Joaquin,45,760310,760310.0,Population,2018,16868,5622.7,Deaths,2017-2019,100000,739.5,Crude Death Rate,741.9,Age-Adjusted Death Rate,730.6,753.3,2020,,,,,,,
2021,1,Deaths Due to All Causes,Total Population,Total Population,Lassen,46,30527,30527.0,Population,2018,752,250.7,Deaths,2017-2019,100000,821.1,Crude Death Rate,764.4,Age-Adjusted Death Rate,708.2,820.6,2020,,,,,,,
2021,1,Deaths Due to All Causes,Total Population,Total Population,Butte,47,227353,227353.0,Population,2018,7161,2387.0,Deaths,2017-2019,100000,1049.9,Crude Death Rate,772.2,Age-Adjusted Death Rate,753.4,791.0,2020,,,,,,,
2021,1,Deaths Due to All Causes,Total Population,Total Population,Kern,48,907055,907055.0,Population,2018,18711,6237.0,Deaths,2017-2019,100000,687.6,Crude Death Rate,785.4,Age-Adjusted Death Rate,774.0,796.9,2020,,,,,,,
2021,1,Deaths Due to All Causes,Total Population,Total Population,Stanislaus,49,554616,554616.0,Population,2018,13072,4357.3,Deaths,2017-2019,100000,785.6,Crude Death Rate,788.6,Age-Adjusted Death Rate,775.0,802.3,2020,,,,,,,
2021,1,Deaths Due to All Causes,Total Population,Total Population,Siskiyou,50,44128,44128.0,Population,2018,1736,578.7,Deaths,2017-2019,100000,1311.3,Crude Death Rate,798.0,Age-Adjusted Death Rate,757.0,839.1,2020,,,,,,,
2021,1,Deaths Due to All Causes,Total Population,Total Population,Tehama,51,64703,64703.0,Population,2018,2087,695.7,Deaths,2017-2019,100000,1075.2,Crude Death Rate,809.9,Age-Adjusted Death Rate,773.8,846.0,2020,,,,,,,
2021,1,Deaths Due to All Causes,Total Population,Total Population,Humboldt,52,135765,135765.0,Population,2018,4082,1360.7,Deaths,2017-2019,100000,1002.2,Crude Death Rate,823.0,Age-Adjusted Death Rate,796.7,849.3,2020,,,,,,,
2021,1,Deaths Due to All Causes,Total Population,Total Population,Glenn,53,28755,28755.0,Population,2018,802,267.3,Deaths,2017-2019,100000,929.7,Crude Death Rate,832.6,Age-Adjusted Death Rate,773.9,891.4,2020,,,,,,,
2021,1,Deaths Due to All Causes,Total Population,Total Population,Del Norte,54,27419,27419.0,Population,2018,932,310.7,Deaths,2017-2019,100000,1133.0,Crude Death Rate,875.1,Age-Adjusted Death Rate,817.3,932.9,2020,,,,,,,
2021,1,Deaths Due to All Causes,Total Population,Total Population,Yuba,55,77426,77426.0,Population,2018,1997,665.7,Deaths,2017-2019,100000,859.7,Crude Death Rate,901.9,Age-Adjusted Death Rate,861.2,942.6,2020,,,,,,,
2021,1,Deaths Due to All Causes,Total Population,Total Population,Shasta,56,178239,178239.0,Population,2018,6873,2291.0,Deaths,2017-2019,100000,1285.4,Crude Death Rate,910.1,Age-Adjusted Death Rate,887.7,932.6,2020,,,,,,,
2021,1,Deaths Due to All Causes,Total Population,Total Population,Lake,57,65020,65020.0,Population,2018,2623,874.3,Deaths,2017-2019,100000,1344.7,Crude Death Rate,960.3,Age-Adjusted Death Rate,921.2,999.4,2020,,,,,,,
2021,1,Deaths Due to All Causes,Total Population,Total Population,Alpine,58,1134,1134.0,Population,2018,61,20.3,Deaths,2017-2019,100000,1793.1,Crude Death Rate,1332.8,Age-Adjusted Death Rate,972.1,1783.4,2020,,,,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Mono,1,13827,13827.0,Population,2018,35,11.7,Deaths,2017-2019,100000,84.4,Crude Death Rate,68.2,Age-Adjusted Death Rate,46.4,96.9,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Modoc,2,9487,9487.0,Population,2018,55,18.3,Deaths,2017-2019,100000,193.2,Crude Death Rate,103.3,Age-Adjusted Death Rate,76.7,136.2,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Trinity,3,13385,13385.0,Population,2018,85,28.3,Deaths,2017-2019,100000,211.7,Crude Death Rate,103.8,Age-Adjusted Death Rate,81.8,130.0,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Sierra,4,3136,3136.0,Population,2018,22,7.3,Deaths,2017-2019,100000,233.8,Crude Death Rate,104.3,Age-Adjusted Death Rate,65.4,158.0,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,San Mateo,5,774570,774570.0,Population,2018,3338,1112.7,Deaths,2017-2019,100000,143.6,Crude Death Rate,105.4,Age-Adjusted Death Rate,101.7,109.2,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Santa Clara,6,1955946,1955946.0,Population,2018,7115,2371.7,Deaths,2017-2019,100000,121.3,Crude Death Rate,107.6,Age-Adjusted Death Rate,105.1,110.1,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Imperial,7,188948,188948.0,Population,2018,644,214.7,Deaths,2017-2019,100000,113.6,Crude Death Rate,110.6,Age-Adjusted Death Rate,101.9,119.4,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Marin,8,262326,262326.0,Population,2018,1465,488.3,Deaths,2017-2019,100000,186.2,Crude Death Rate,111.2,Age-Adjusted Death Rate,105.3,117.0,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,San Francisco,9,886618,886618.0,Population,2018,4001,1333.7,Deaths,2017-2019,100000,150.4,Crude Death Rate,114.1,Age-Adjusted Death Rate,110.5,117.8,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,San Benito,10,61437,61437.0,Population,2018,228,76.0,Deaths,2017-2019,100000,123.7,Crude Death Rate,114.4,Age-Adjusted Death Rate,99.2,129.6,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Alameda,11,1662730,1662730.0,Population,2018,6785,2261.7,Deaths,2017-2019,100000,136.0,Crude Death Rate,118.5,Age-Adjusted Death Rate,115.6,121.4,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Monterey,12,444252,444252.0,Population,2018,1690,563.3,Deaths,2017-2019,100000,126.8,Crude Death Rate,120.5,Age-Adjusted Death Rate,114.7,126.4,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Mariposa,13,17904,17904.0,Population,2018,132,44.0,Deaths,2017-2019,100000,245.8,Crude Death Rate,122.1,Age-Adjusted Death Rate,99.9,144.4,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,El Dorado,14,189360,189360.0,Population,2018,1102,367.3,Deaths,2017-2019,100000,194.0,Crude Death Rate,124.0,Age-Adjusted Death Rate,116.4,131.7,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Orange,15,3215372,3215372.0,Population,2018,14206,4735.3,Deaths,2017-2019,100000,147.3,Crude Death Rate,125.1,Age-Adjusted Death Rate,123.0,127.2,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Contra Costa,16,1147327,1147327.0,Population,2018,5473,1824.3,Deaths,2017-2019,100000,159.0,Crude Death Rate,126.3,Age-Adjusted Death Rate,122.9,129.7,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Los Angeles,17,10269935,10269935.0,Population,2018,43905,14635.0,Deaths,2017-2019,100000,142.5,Crude Death Rate,127.8,Age-Adjusted Death Rate,126.6,129.0,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Santa Barbara,18,452953,452953.0,Population,2018,2056,685.3,Deaths,2017-2019,100000,151.3,Crude Death Rate,129.2,Age-Adjusted Death Rate,123.5,135.0,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Inyo,19,18522,18522.0,Population,2018,120,40.0,Deaths,2017-2019,100000,216.0,Crude Death Rate,129.4,Age-Adjusted Death Rate,104.9,153.9,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Ventura,20,855713,855713.0,Population,2018,4005,1335.0,Deaths,2017-2019,100000,156.0,Crude Death Rate,129.7,Age-Adjusted Death Rate,125.6,133.8,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Santa Cruz,21,275168,275168.0,Population,2018,1265,421.7,Deaths,2017-2019,100000,153.2,Crude Death Rate,130.8,Age-Adjusted Death Rate,123.3,138.2,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,CALIFORNIA,,39817785,39817785.0,Population,2018,178934,59644.7,Deaths,2017-2019,100000,149.8,Crude Death Rate,131.4,Age-Adjusted Death Rate,130.8,132.1,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Placer,22,389278,389278.0,Population,2018,2219,739.7,Deaths,2017-2019,100000,190.0,Crude Death Rate,133.1,Age-Adjusted Death Rate,127.5,138.8,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Colusa,23,22260,22260.0,Population,2018,92,30.7,Deaths,2017-2019,100000,137.8,Crude Death Rate,133.3,Age-Adjusted Death Rate,106.7,164.7,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Riverside,24,2420714,2420714.0,Population,2018,11342,3780.7,Deaths,2017-2019,100000,156.2,Crude Death Rate,134.2,Age-Adjusted Death Rate,131.7,136.7,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Calaveras,25,44572,44572.0,Population,2018,354,118.0,Deaths,2017-2019,100000,264.7,Crude Death Rate,135.0,Age-Adjusted Death Rate,120.0,150.1,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Sonoma,26,500499,500499.0,Population,2018,2885,961.7,Deaths,2017-2019,100000,192.1,Crude Death Rate,135.3,Age-Adjusted Death Rate,130.2,140.4,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,San Luis Obispo,27,279321,279321.0,Population,2018,1641,547.0,Deaths,2017-2019,100000,195.8,Crude Death Rate,135.9,Age-Adjusted Death Rate,129.1,142.6,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Tulare,28,475781,475781.0,Population,2018,1803,601.0,Deaths,2017-2019,100000,126.3,Crude Death Rate,136.2,Age-Adjusted Death Rate,129.8,142.6,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Fresno,29,1010837,1010837.0,Population,2018,4020,1340.0,Deaths,2017-2019,100000,132.6,Crude Death Rate,137.0,Age-Adjusted Death Rate,132.7,141.2,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,San Diego,30,3344438,3344438.0,Population,2018,15103,5034.3,Deaths,2017-2019,100000,150.5,Crude Death Rate,137.2,Age-Adjusted Death Rate,134.9,139.4,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Madera,31,158511,158511.0,Population,2018,712,237.3,Deaths,2017-2019,100000,149.7,Crude Death Rate,137.3,Age-Adjusted Death Rate,127.1,147.6,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Nevada,32,98626,98626.0,Population,2018,746,248.7,Deaths,2017-2019,100000,252.1,Crude Death Rate,137.4,Age-Adjusted Death Rate,126.7,148.1,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Yolo,33,222054,222054.0,Population,2018,879,293.0,Deaths,2017-2019,100000,131.9,Crude Death Rate,140.6,Age-Adjusted Death Rate,131.1,150.0,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Amador,34,38146,38146.0,Population,2018,302,100.7,Deaths,2017-2019,100000,263.9,Crude Death Rate,140.7,Age-Adjusted Death Rate,124.3,157.0,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Kern,35,907055,907055.0,Population,2018,3474,1158.0,Deaths,2017-2019,100000,127.7,Crude Death Rate,142.5,Age-Adjusted Death Rate,137.6,147.3,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Sutter,36,101337,101337.0,Population,2018,514,171.3,Deaths,2017-2019,100000,169.1,Crude Death Rate,143.8,Age-Adjusted Death Rate,131.2,156.4,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Mendocino,37,88875,88875.0,Population,2018,575,191.7,Deaths,2017-2019,100000,215.7,Crude Death Rate,145.4,Age-Adjusted Death Rate,133.1,157.8,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Plumas,38,18702,18702.0,Population,2018,157,52.3,Deaths,2017-2019,100000,279.8,Crude Death Rate,145.6,Age-Adjusted Death Rate,120.3,170.8,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Napa,39,140573,140573.0,Population,2018,838,279.3,Deaths,2017-2019,100000,198.7,Crude Death Rate,145.7,Age-Adjusted Death Rate,135.5,155.9,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,San Joaquin,40,760310,760310.0,Population,2018,3442,1147.3,Deaths,2017-2019,100000,150.9,Crude Death Rate,149.4,Age-Adjusted Death Rate,144.3,154.5,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,San Bernardino,41,2178940,2178940.0,Population,2018,9072,3024.0,Deaths,2017-2019,100000,138.8,Crude Death Rate,150.2,Age-Adjusted Death Rate,147.0,153.4,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Merced,42,279433,279433.0,Population,2018,1101,367.0,Deaths,2017-2019,100000,131.3,Crude Death Rate,150.6,Age-Adjusted Death Rate,141.6,159.6,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Sacramento,43,1537386,1537386.0,Population,2018,7682,2560.7,Deaths,2017-2019,100000,166.6,Crude Death Rate,150.7,Age-Adjusted Death Rate,147.2,154.1,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Tuolumne,44,52843,52843.0,Population,2018,453,151.0,Deaths,2017-2019,100000,285.8,Crude Death Rate,153.6,Age-Adjusted Death Rate,138.7,168.5,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Lassen,45,30527,30527.0,Population,2018,151,50.3,Deaths,2017-2019,100000,164.9,Crude Death Rate,154.1,Age-Adjusted Death Rate,128.8,179.5,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Kings,46,153318,153318.0,Population,2018,574,191.3,Deaths,2017-2019,100000,124.8,Crude Death Rate,154.8,Age-Adjusted Death Rate,141.8,167.8,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Stanislaus,47,554616,554616.0,Population,2018,2649,883.0,Deaths,2017-2019,100000,159.2,Crude Death Rate,157.1,Age-Adjusted Death Rate,151.1,163.2,2020,C-1,161.4,Y,,,,
2021,2,Deaths Due to All Cancers,Total Population,Total Population,Solano,48,439975,439975.0,Population,2018,2530,843.3,Deaths,2017-2019,100000,191.7,Crude Death Rate,158.5,Age-Adjusted Death Rate,152.2,164.8,2020,C-1,161.4,Y,,,,
